"id","wrkstat","marital","childs","age","educ","paeduc","maeduc","speduc","degree","sex","race","born","parborn","granborn","income","rincome","polviews","cappun","postlife","happy","hapmar","owngun","news","tvhours","howpaid","ethnic","eth1","eth2","eth3","confinan","conbus","coneduc","conpress","conmedic","contv","agecat","childcat","news1","news2","news3","news4","news5","car1","car2","car3"
643,"Retired","Widowed",1,89,8,8,NA,NA,"LT High school","Female","White","Yes","Neither in U.S.",4,"$3000 TO 3999",NA,"Conservative","Favor",NA,"Pretty happy",NA,"No","Every day",3,NA,"Poland","Poland",NA,NA,NA,NA,NA,NA,NA,NA,"65 or older","1-2","Yes","No","Yes","No","No","American","American","Korean"
644,"Retired","Widowed",7,85,10,NA,NA,NA,"LT High school","Female","White","Yes","Both in U.S.",NA,"$8000 TO 9999",NA,"Slightly conservative","Favor","Yes","Pretty happy",NA,"No",NA,1,NA,"Germany","Germany",NA,NA,"Hardly any","Only some","A great deal","Hardly any","Only some","Only some","65 or older","5 or more","No","No","No","No","No","American","German",NA
645,"Keeping house","Separated",3,36,12,12,14,NA,"High school","Female","White","No","Neither in U.S.",4,NA,NA,"Moderate","Oppose","Yes","Not too happy",NA,"No","Once a week",3,NA,"Other Spanish","Other Spanish",NA,NA,NA,NA,NA,NA,NA,NA,"35 to 44","3-4","No","Yes","Yes","No","Yes","Other",NA,NA
646,"Temporarily not working","Married",3,53,7,3,NA,6,"LT High school","Female","White","No","Neither in U.S.",4,"$20000 - 24999","$10000 - 14999",NA,"Oppose",NA,"Pretty happy","Very happy","No",NA,NA,NA,"Other Spanish","Other Spanish",NA,NA,"A great deal",NA,"Hardly any","Hardly any","A great deal","Only some","45 to 54","3-4","No","No","No","No","No","Korean","Korean","Japanese"
647,"Keeping house","Married",3,42,12,6,6,12,"High school","Female","Black","Yes","Both in U.S.",0,"$25000 or more",NA,"Moderate","Favor","Yes","Very happy","Pretty happy",NA,"Less than once a week",4,NA,NA,NA,NA,NA,"Only some","Only some","Only some","Only some","A great deal","Only some","35 to 44","3-4","No","No","Yes","No","Yes","German","Other","Japanese"
648,"Working part-time","Married",3,65,15,NA,NA,12,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly conservative","Favor",NA,"Pretty happy","Very happy","Yes","Every day",4,"Other pay rate",NA,"Germany","England and Wales","France",NA,NA,NA,NA,NA,NA,"65 or older","3-4","Yes","No","Yes","No","No","Korean","Japanese",NA
649,"Working full time","Married",2,57,12,8,12,13,"High school","Female","White","Yes","Both in U.S.",0,NA,NA,"Extremely conservative","Favor","Yes","Very happy","Very happy","No",NA,1,NA,"Germany","Germany",NA,NA,"Only some","Only some","Hardly any","Hardly any","A great deal","Hardly any","55 to 64","1-2","No","No","No","No","No","Japanese","Other","Korean"
650,"Retired","Married",4,75,12,6,12,13,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Very happy","Very happy","Yes","Every day",5,NA,"England and Wales","England and Wales","Germany",NA,NA,NA,NA,NA,NA,NA,"65 or older","3-4","Yes","No","Yes","No","No","American","Swedish","Korean"
651,"Working full time","Married",1,55,12,8,8,12,"High school","Female","Black","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly conservative","Favor",NA,"Pretty happy","Pretty happy","No",NA,NA,"Monthly salary","Germany","Germany",NA,NA,"A great deal","A great deal","Only some","Hardly any","Only some","Hardly any","55 to 64","1-2","No","No","No","No","No","American","German","American"
652,"Working full time","Married",2,39,16,NA,12,16,"Bachelor","Female","White","Yes","Both in U.S.",0,"$25000 or more","$15000 - 19999","Conservative",NA,"Yes","Very happy","Very happy",NA,"Every day",0,NA,"England and Wales","England and Wales",NA,NA,"A great deal","A great deal","Only some","Only some","A great deal","Hardly any","35 to 44","1-2","Yes","No","No","No","No","American","American","Korean"
653,"Working part-time","Married",0,39,10,6,6,12,"LT High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$10000 - 14999","Moderate","Favor","Yes","Very happy","Very happy",NA,"Never",4,"Hourly wage",NA,NA,NA,NA,"Only some","Only some","Hardly any","Hardly any","Only some","Hardly any","35 to 44","None","No","No","Yes","No","Yes","Korean","American","Korean"
654,"Retired","Widowed",0,78,12,NA,NA,NA,"High school","Female","White","Yes","Both in U.S.",NA,NA,NA,"Extremely conservative","Oppose",NA,"Pretty happy",NA,"No",NA,NA,NA,"Netherlands","Netherlands",NA,NA,"Only some","Only some","Only some","Hardly any","Only some","Hardly any","65 or older","None","No","No","No","No","No","American","American",NA
655,"Working full time","Never married",2,27,12,NA,NA,NA,"High school","Female","White","Yes","Both in U.S.",0,"$15000 - 19999",NA,"Liberal","Oppose",NA,"Not too happy",NA,"No",NA,NA,"Other pay rate","Germany","Germany",NA,NA,"Hardly any","A great deal","Only some","Only some","Only some","A great deal","25 to 34","1-2","No","No","No","No","No","Japanese","Japanese","Japanese"
656,"Retired","Married",3,72,10,NA,8,13,"LT High school","Female","White","Yes","Both in U.S.",0,"$25000 or more",NA,"Moderate",NA,"Yes","Pretty happy","Pretty happy",NA,"Every day",6,NA,"Germany","Germany",NA,NA,"A great deal","A great deal","Only some","A great deal","A great deal","Hardly any","65 or older","3-4","Yes","No","Yes","No","No","Japanese",NA,NA
657,"Working part-time","Never married",1,35,12,16,12,NA,"High school","Female","White","Yes","Both in U.S.",0,"$8000 TO 9999","$6000 TO 6999","Slightly conservative","Favor","Yes","Pretty happy",NA,NA,"Few times a week",2,NA,NA,"Germany","Ireland","Norway","A great deal","Only some","Only some","Hardly any","A great deal","Only some","35 to 44","1-2","No","No","No","Yes","Yes","Japanese","American","Japanese"
658,"Working full time","Divorced",3,48,12,12,20,NA,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Pretty happy",NA,"Yes","Every day",3,NA,"Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,"45 to 54","3-4","Yes","No","Yes","No","No","American",NA,NA
659,"Working full time","Separated",2,40,16,16,14,NA,"Bachelor","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly conservative","Oppose",NA,"Pretty happy",NA,"No","Never",5,"Hourly wage",NA,"Ireland","Scotland",NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","No","No","Yes","No","No","American","American","Japanese"
660,"Working part-time","Divorced",1,29,12,12,NA,NA,"High school","Female","White","Yes","Both in U.S.",0,"$10000 - 14999","$10000 - 14999",NA,"Favor","No","Pretty happy",NA,"No",NA,3,"Hourly wage",NA,NA,NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","25 to 34","1-2","No","No","Yes","No","No","Korean","Swedish","American"
661,"Retired","Widowed",4,89,13,12,12,NA,"High school","Female","White","Yes","Both in U.S.",0,NA,NA,"Conservative","Favor","Yes","Pretty happy",NA,"No","Every day",2,NA,NA,"Ireland","Netherlands","England and Wales",NA,NA,NA,NA,NA,NA,"65 or older","3-4","Yes","No","No","No","No","Korean","Swedish","Swedish"
662,"Keeping house","Married",2,39,12,12,10,10,"High school","Female","White","Yes","Both in U.S.",1,"$25000 or more",NA,"Moderate","Favor","Yes","Very happy","Very happy","Yes",NA,8,NA,"Germany","Germany",NA,NA,"Only some","Only some","A great deal","Only some","A great deal","Hardly any","35 to 44","1-2","No","No","Yes","No","No","Japanese","Other","American"
663,"Working full time","Never married",1,22,15,13,NA,NA,"High school","Male","White","Yes","Mother only",2,"$8000 TO 9999",NA,"Extremely liberal","Oppose",NA,"Not too happy",NA,"No","Every day",1,NA,"Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,"Less than 25","1-2","Yes","No","No","No","No","American","American","German"
664,"Working part-time","Never married",0,21,12,NA,NA,NA,"High school","Female","Other","Yes","Neither in U.S.",4,"$10000 - 14999","$6000 TO 6999","Moderate","Favor",NA,"Pretty happy",NA,"No","Less than once a week",3,NA,"China","China",NA,NA,NA,NA,NA,NA,NA,NA,"Less than 25","None","No","No","Yes","No","Yes","Japanese","Japanese",NA
665,"Working full time","Divorced",2,44,13,15,12,NA,"High school","Female","White","Yes","Both in U.S.",0,"$20000 - 24999","$20000 - 24999","Slightly liberal","Favor","Yes","Pretty happy",NA,"Yes","Every day",3,"Hourly wage","England and Wales","England and Wales","American Indian",NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","Yes","No","Yes","No","No","American",NA,NA
666,"Keeping house","Married",2,43,NA,NA,12,11,"LT High school","Female","White","Yes","Both in U.S.",NA,"$25000 or more",NA,"Slightly conservative","Favor","Yes","Pretty happy","Very happy",NA,"Every day",3,NA,"Ireland","Ireland",NA,NA,"A great deal","Only some","Hardly any","Hardly any","Only some","Hardly any","35 to 44","1-2","Yes","No","Yes","No","No","Korean","Japanese","American"
667,"Working full time","Married",0,24,17,14,15,17,"Bachelor","Male","White","Yes","Both in U.S.",0,"$20000 - 24999","$10000 - 14999","Slightly conservative","Favor","Yes","Very happy","Very happy",NA,"Few times a week",1,"Monthly salary","England and Wales","England and Wales",NA,NA,"Only some","Hardly any","A great deal","Hardly any","A great deal","Hardly any","Less than 25","None","No","No","No","Yes","Yes","American",NA,NA
668,"Working full time","Married",3,45,12,12,12,12,"High school","Male","White","Yes","Both in U.S.",2,"$25000 or more","$15000 - 19999","Conservative","Favor","Yes","Not too happy","Very happy","No",NA,10,"Hourly wage","Germany","Germany",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Only some","45 to 54","3-4","No","No","Yes","No","No","Japanese","Japanese","Other"
669,"Working full time","Married",1,27,17,12,13,17,"Bachelor","Female","White","No","Both in U.S.",0,"$25000 or more","$20000 - 24999","Moderate","Favor","Yes","Very happy",NA,"No","Once a week",2,"Other pay rate","Ireland","Ireland","Germany","Norway",NA,NA,NA,NA,NA,NA,"25 to 34","1-2","No","Yes","No","Yes","Yes","Japanese","Japanese","American"
670,"Working full time","Never married",1,26,12,16,12,NA,"High school","Female","White","Yes","Both in U.S.",0,"$15000 - 19999","$10000 - 14999","Moderate","Favor","No","Not too happy",NA,NA,"Every day",2,"Hourly wage","Italy","Italy",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Only some","25 to 34","1-2","Yes","No","No","No","No","Japanese",NA,NA
671,"Other","Married",4,35,10,12,9,11,"LT High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Slightly conservative","Favor","Yes","Pretty happy","Pretty happy",NA,"Less than once a week",2,NA,"Czechoslovakia","Germany","Czechoslovakia",NA,"Hardly any","Hardly any","Only some","Only some","Hardly any","Hardly any","35 to 44","3-4","No","No","No","Yes","Yes","American","Japanese","American"
672,"Unemployed, laid off","Married",3,53,16,8,NA,16,"High school","Female","White","No","Neither in U.S.",NA,"$25000 or more","$15000 - 19999","Conservative","Favor","Yes","Pretty happy","Pretty happy","No",NA,4,NA,NA,"France","Germany",NA,"Hardly any","Only some","A great deal","Only some","Hardly any","Only some","45 to 54","3-4","No","No","Yes","No","No","German","German","Swedish"
673,"Working full time","Married",2,34,13,11,11,16,"High school","Male","White","Yes","Both in U.S.",2,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Pretty happy","Pretty happy","Yes","Every day",2,NA,"Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"25 to 34","1-2","Yes","No","No","No","No","American","Japanese","American"
674,"Working full time","Married",3,40,12,12,8,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Conservative","Oppose","Yes","Very happy","Very happy","Yes","Few times a week",1,"Hourly wage","Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"35 to 44","3-4","No","No","No","Yes","Yes","Swedish","Other","Other"
675,"Working full time","Married",4,54,13,10,8,10,"High school","Female","White","Yes","Both in U.S.",4,"$25000 or more","$20000 - 24999","Slightly conservative","Favor","Yes","Very happy","Very happy","Yes","Every day",1,"Hourly wage","Norway","Norway",NA,NA,NA,NA,NA,NA,NA,NA,"45 to 54","3-4","Yes","No","No","No","No","Japanese","American",NA
676,"Retired","Married",4,62,12,12,14,12,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$6000 TO 6999","Slightly conservative","Favor","Yes","Pretty happy","Pretty happy",NA,"Every day",5,NA,"Germany","Germany","England and Wales","France","Only some","Hardly any","Only some","Only some","A great deal","Hardly any","55 to 64","3-4","Yes","No","Yes","No","No","German","American","American"
677,"Retired","Married",5,62,8,NA,NA,11,"LT High school","Male","White","Yes","Both in U.S.",NA,"$10000 - 14999",NA,"Conservative","Favor","No","Pretty happy","Pretty happy","No","Every day",8,NA,"Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"55 to 64","5 or more","Yes","No","Yes","No","No","Japanese","American","American"
678,"Working full time","Divorced",2,45,12,12,12,NA,"High school","Male","White","Yes","Both in U.S.",NA,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Very happy",NA,NA,"Less than once a week",2,"Monthly salary","Denmark","Denmark",NA,NA,"Only some","Only some","Hardly any","Only some","Only some","Hardly any","45 to 54","1-2","No","No","No","Yes","Yes","American","American","American"
679,"Working full time","Married",3,51,14,16,NA,14,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Moderate","Favor","No","Very happy","Very happy","No","Every day",3,"Other pay rate","Scotland","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,"45 to 54","3-4","Yes","No","Yes","No","No","American","Korean",NA
680,"Working full time","Divorced",0,49,12,6,12,NA,"High school","Female","Black","Yes","Both in U.S.",4,"$20000 - 24999","$20000 - 24999","Moderate","Favor","Yes","Pretty happy",NA,NA,"Once a week",4,"Hourly wage","Germany","Germany",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Only some","45 to 54","None","No","Yes","Yes","No","Yes","American","Swedish","American"
681,"Working full time","Never married",0,37,12,12,12,NA,"High school","Female","White","Yes","Both in U.S.",0,"$20000 - 24999","$20000 - 24999","Moderate","Favor",NA,"Pretty happy",NA,"No",NA,NA,"Hourly wage","Germany","Germany",NA,NA,"A great deal","A great deal","A great deal","Only some","A great deal","A great deal","35 to 44","None","No","No","No","No","No","Japanese","American",NA
682,"Working full time","Married",2,42,12,8,14,10,"High school","Female","White","Yes","Both in U.S.",2,"$10000 - 14999","$10000 - 14999","Conservative","Favor","Yes","Pretty happy","Pretty happy",NA,"Every day",4,NA,"Czechoslovakia","Czechoslovakia",NA,NA,"Only some","Only some","Hardly any","A great deal","A great deal","Hardly any","35 to 44","1-2","Yes","No","Yes","No","No","Other","American",NA
683,"Working full time","Separated",3,49,12,12,10,NA,"High school","Female","White","Yes","Both in U.S.",2,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Pretty happy",NA,"No","Once a week",2,"Annual salary","Belgium","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,"45 to 54","3-4","No","Yes","No","Yes","Yes","American","American","Japanese"
684,"Working full time","Married",2,40,16,12,14,16,"Bachelor","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Conservative","Favor",NA,"Pretty happy","Not too happy","No",NA,NA,"Monthly salary","Mexico","Mexico",NA,NA,"A great deal","A great deal","A great deal","Hardly any","A great deal","Only some","35 to 44","1-2","No","No","No","No","No","Japanese","Korean","Korean"
685,"Working full time","Married",2,25,12,15,12,9,"High school","Female","White","Yes","Both in U.S.",1,"$25000 or more","$10000 - 14999","Slightly liberal","Favor","No","Very happy","Very happy","No",NA,3,"Hourly wage","Mexico","Mexico",NA,NA,"Only some","A great deal","Hardly any","Hardly any","Only some","Hardly any","25 to 34","1-2","No","No","Yes","No","No","Korean","Japanese","American"
686,"Working full time","Married",1,31,19,12,12,15,"Graduate","Female","White","Yes","Both in U.S.",2,"$25000 or more","$25000 or more","Moderate","Favor","No","Pretty happy","Very happy","No","Few times a week",1,"Annual salary","Italy","Italy",NA,NA,NA,NA,NA,NA,NA,NA,"25 to 34","1-2","No","No","No","Yes","Yes","American","Korean","German"
687,"School","Married",2,50,14,7,8,12,"High school","Female","White","Yes","Both in U.S.",2,"$25000 or more",NA,"Moderate",NA,"Yes","Not too happy","Pretty happy","No","Few times a week",2,NA,"Spain","Spain",NA,NA,NA,NA,NA,NA,NA,NA,"45 to 54","1-2","No","No","No","Yes","Yes","Japanese","American","Korean"
688,"Working full time","Married",3,61,14,NA,8,12,"High school","Male","White","Yes","Both in U.S.",1,"$25000 or more","$25000 or more","Moderate","Favor","No","Pretty happy","Pretty happy",NA,"Every day",1,NA,"Mexico","Mexico",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","55 to 64","3-4","Yes","No","No","No","No","German",NA,NA
